Datetime,Close,High,Low,Open,Volume
2025-02-19 23:42:00+00:00,8342.099609375,8342.400390625,8342.099609375,8342.400390625,0
2025-02-19 23:43:00+00:00,8339.599609375,8344.2001953125,8339.599609375,8344.2001953125,0
2025-02-19 23:44:00+00:00,8339.2001953125,8339.7001953125,8339.2001953125,8339.7001953125,0
2025-02-19 23:45:00+00:00,8340.0,8340.0,8339.5,8339.5,0
2025-02-19 23:46:00+00:00,8341.900390625,8341.900390625,8339.599609375,8339.599609375,0
2025-02-19 23:47:00+00:00,8340.400390625,8341.099609375,8340.400390625,8341.099609375,0
2025-02-19 23:48:00+00:00,8338.2001953125,8338.5,8338.2001953125,8338.5,0
2025-02-19 23:49:00+00:00,8337.5,8337.599609375,8337.5,8337.599609375,0
2025-02-19 23:50:00+00:00,8338.2998046875,8339.2998046875,8338.2998046875,8339.2998046875,0
2025-02-19 23:51:00+00:00,8339.2001953125,8339.2001953125,8338.0,8338.0,0
2025-02-19 23:52:00+00:00,8340.099609375,8340.599609375,8340.099609375,8340.599609375,0
2025-02-19 23:53:00+00:00,8336.900390625,8340.099609375,8336.900390625,8340.099609375,0
2025-02-19 23:54:00+00:00,8333.7001953125,8336.2998046875,8333.7001953125,8336.2998046875,0
2025-02-19 23:55:00+00:00,8334.2998046875,8335.099609375,8334.2998046875,8335.099609375,0
2025-02-19 23:56:00+00:00,8335.2001953125,8336.2001953125,8335.2001953125,8336.2001953125,0
2025-02-19 23:57:00+00:00,8340.2001953125,8340.2001953125,8339.5,8339.5,0
2025-02-19 23:58:00+00:00,8342.2001953125,8342.2001953125,8338.900390625,8338.900390625,0
2025-02-19 23:59:00+00:00,8343.599609375,8343.599609375,8341.599609375,8341.599609375,0
2025-02-20 00:00:00+00:00,8337.2998046875,8340.900390625,8337.2998046875,8340.900390625,0
2025-02-20 00:01:00+00:00,8337.2998046875,8337.2998046875,8336.0,8336.0,0
2025-02-20 00:02:00+00:00,8338.7001953125,8338.7001953125,8338.2998046875,8338.2998046875,0
2025-02-20 00:03:00+00:00,8340.900390625,8342.099609375,8340.900390625,8342.099609375,0
2025-02-20 00:04:00+00:00,8337.099609375,8337.099609375,8337.0,8337.0,0
2025-02-20 00:05:00+00:00,8334.400390625,8338.2998046875,8334.400390625,8338.2998046875,0
2025-02-20 00:06:00+00:00,8331.900390625,8331.900390625,8330.900390625,8330.900390625,0
2025-02-20 00:07:00+00:00,8329.2998046875,8331.7998046875,8329.2998046875,8331.7998046875,0
2025-02-20 00:08:00+00:00,8333.2001953125,8333.2001953125,8332.2001953125,8332.2001953125,0
2025-02-20 00:09:00+00:00,8331.099609375,8331.099609375,8330.7001953125,8330.7001953125,0
2025-02-20 00:10:00+00:00,8337.0,8337.0,8332.400390625,8332.400390625,0
2025-02-20 00:11:00+00:00,8338.599609375,8338.599609375,8338.099609375,8338.099609375,0
2025-02-20 00:12:00+00:00,8335.099609375,8337.7998046875,8335.099609375,8337.7998046875,0
2025-02-20 00:13:00+00:00,8336.7998046875,8336.7998046875,8333.599609375,8333.599609375,0
2025-02-20 00:14:00+00:00,8335.2998046875,8337.7998046875,8335.2998046875,8337.7998046875,0
2025-02-20 00:15:00+00:00,8334.7001953125,8335.099609375,8334.7001953125,8335.099609375,0
2025-02-20 00:16:00+00:00,8331.099609375,8331.400390625,8331.099609375,8331.400390625,0
2025-02-20 00:17:00+00:00,8331.7001953125,8331.7001953125,8329.7998046875,8329.7998046875,0
2025-02-20 00:18:00+00:00,8333.099609375,8333.5,8333.099609375,8333.5,0
2025-02-20 00:19:00+00:00,8332.7001953125,8334.2998046875,8332.7001953125,8334.2998046875,0
2025-02-20 00:20:00+00:00,8331.7998046875,8333.5,8331.7998046875,8333.5,0
2025-02-20 00:21:00+00:00,8328.7001953125,8329.2001953125,8328.7001953125,8329.2001953125,0
2025-02-20 00:22:00+00:00,8332.599609375,8332.599609375,8329.099609375,8329.099609375,0
2025-02-20 00:23:00+00:00,8333.2001953125,8333.2001953125,8331.599609375,8331.599609375,0
2025-02-20 00:24:00+00:00,8335.7998046875,8335.7998046875,8334.099609375,8334.099609375,0
2025-02-20 00:25:00+00:00,8336.7001953125,8336.7001953125,8335.7001953125,8335.7001953125,0
2025-02-20 00:26:00+00:00,8336.7998046875,8336.7998046875,8336.099609375,8336.099609375,0
2025-02-20 00:27:00+00:00,8339.7001953125,8339.7001953125,8336.5,8336.5,0
2025-02-20 00:28:00+00:00,8340.599609375,8340.599609375,8339.900390625,8339.900390625,0
2025-02-20 00:29:00+00:00,8337.5,8338.7001953125,8337.5,8338.7001953125,0
2025-02-20 00:30:00+00:00,8330.400390625,8335.900390625,8330.400390625,8335.900390625,0
2025-02-20 00:31:00+00:00,8328.0,8328.0,8327.099609375,8327.099609375,0
2025-02-20 00:32:00+00:00,8334.7001953125,8334.7001953125,8331.7001953125,8331.7001953125,0
2025-02-20 00:33:00+00:00,8334.400390625,8334.599609375,8334.400390625,8334.599609375,0
2025-02-20 00:34:00+00:00,8333.7998046875,8334.599609375,8333.7998046875,8334.599609375,0
2025-02-20 00:35:00+00:00,8338.599609375,8338.599609375,8336.2998046875,8336.2998046875,0
2025-02-20 00:36:00+00:00,8340.400390625,8340.400390625,8339.099609375,8339.099609375,0
2025-02-20 00:37:00+00:00,8342.900390625,8342.900390625,8339.599609375,8339.599609375,0
2025-02-20 00:38:00+00:00,8342.7998046875,8342.7998046875,8342.2001953125,8342.2001953125,0
2025-02-20 00:39:00+00:00,8345.7998046875,8345.7998046875,8345.5,8345.5,0
2025-02-20 00:40:00+00:00,8339.7001953125,8344.0,8339.7001953125,8344.0,0
2025-02-20 00:41:00+00:00,8335.099609375,8338.2001953125,8335.099609375,8338.2001953125,0
2025-02-20 00:42:00+00:00,8332.099609375,8332.7998046875,8332.099609375,8332.7998046875,0
2025-02-20 00:43:00+00:00,8336.2998046875,8336.2998046875,8333.900390625,8333.900390625,0
2025-02-20 00:44:00+00:00,8336.0,8336.0,8335.400390625,8335.400390625,0
2025-02-20 00:45:00+00:00,8337.7001953125,8337.7001953125,8335.400390625,8335.400390625,0
2025-02-20 00:46:00+00:00,8333.400390625,8334.2001953125,8333.400390625,8334.2001953125,0
2025-02-20 00:47:00+00:00,8333.7998046875,8333.7998046875,8333.7001953125,8333.7001953125,0
2025-02-20 00:48:00+00:00,8331.099609375,8333.2001953125,8331.099609375,8333.2001953125,0
2025-02-20 00:49:00+00:00,8333.099609375,8333.099609375,8332.599609375,8332.599609375,0
2025-02-20 00:50:00+00:00,8333.0,8333.0,8332.0,8332.0,0
2025-02-20 00:51:00+00:00,8330.099609375,8331.0,8330.099609375,8331.0,0
2025-02-20 00:52:00+00:00,8330.0,8330.0,8329.0,8329.0,0
2025-02-20 00:53:00+00:00,8334.7001953125,8334.7001953125,8331.2998046875,8331.2998046875,0
2025-02-20 00:54:00+00:00,8332.7998046875,8334.599609375,8332.7998046875,8334.599609375,0
2025-02-20 00:55:00+00:00,8330.5,8331.7998046875,8330.5,8331.7998046875,0
2025-02-20 00:56:00+00:00,8328.2998046875,8328.2998046875,8327.900390625,8327.900390625,0
2025-02-20 00:57:00+00:00,8328.900390625,8329.7998046875,8328.900390625,8329.7998046875,0
2025-02-20 00:58:00+00:00,8334.0,8334.0,8329.2001953125,8329.2001953125,0
2025-02-20 00:59:00+00:00,8332.900390625,8333.400390625,8332.900390625,8333.400390625,0
2025-02-20 01:00:00+00:00,8335.2001953125,8335.2001953125,8332.2998046875,8332.2998046875,0
2025-02-20 01:01:00+00:00,8330.5,8334.0,8330.5,8334.0,0
2025-02-20 01:02:00+00:00,8330.599609375,8330.599609375,8329.2998046875,8329.2998046875,0
2025-02-20 01:03:00+00:00,8328.599609375,8329.900390625,8328.599609375,8329.900390625,0
2025-02-20 01:04:00+00:00,8326.2998046875,8327.2998046875,8326.2998046875,8327.2998046875,0
2025-02-20 01:05:00+00:00,8328.2998046875,8328.2998046875,8327.7001953125,8327.7001953125,0
2025-02-20 01:06:00+00:00,8329.2001953125,8330.099609375,8329.2001953125,8330.099609375,0
2025-02-20 01:07:00+00:00,8328.7001953125,8328.7001953125,8326.900390625,8326.900390625,0
2025-02-20 01:08:00+00:00,8326.900390625,8327.400390625,8326.900390625,8327.400390625,0
2025-02-20 01:09:00+00:00,8333.099609375,8333.099609375,8331.5,8331.5,0
2025-02-20 01:10:00+00:00,8329.2001953125,8331.7998046875,8329.2001953125,8331.7998046875,0
2025-02-20 01:11:00+00:00,8327.5,8328.599609375,8327.5,8328.599609375,0
2025-02-20 01:12:00+00:00,8327.7001953125,8327.7001953125,8325.7001953125,8325.7001953125,0
2025-02-20 01:13:00+00:00,8325.7001953125,8328.099609375,8325.7001953125,8328.099609375,0
2025-02-20 01:14:00+00:00,8319.2001953125,8322.2998046875,8319.2001953125,8322.2998046875,0
2025-02-20 01:15:00+00:00,8316.7998046875,8318.099609375,8316.7998046875,8318.099609375,0
2025-02-20 01:16:00+00:00,8318.2998046875,8318.2998046875,8315.099609375,8315.099609375,0
2025-02-20 01:17:00+00:00,8320.7001953125,8320.7998046875,8320.7001953125,8320.7998046875,0
2025-02-20 01:18:00+00:00,8317.599609375,8318.900390625,8317.599609375,8318.900390625,0
2025-02-20 01:19:00+00:00,8314.7998046875,8316.7001953125,8314.7998046875,8316.7001953125,0
2025-02-20 01:20:00+00:00,8315.599609375,8315.7998046875,8315.599609375,8315.7998046875,0
2025-02-20 01:21:00+00:00,8317.0,8317.0,8316.599609375,8316.599609375,0
2025-02-20 01:22:00+00:00,8319.099609375,8320.7001953125,8319.099609375,8320.7001953125,0
2025-02-20 01:23:00+00:00,8317.5,8317.900390625,8317.5,8317.900390625,0
2025-02-20 01:24:00+00:00,8314.900390625,8316.5,8314.900390625,8316.5,0
2025-02-20 01:25:00+00:00,8313.599609375,8314.2001953125,8313.599609375,8314.2001953125,0
2025-02-20 01:26:00+00:00,8311.7998046875,8312.599609375,8311.7998046875,8312.599609375,0
2025-02-20 01:27:00+00:00,8311.2998046875,8311.5,8311.2998046875,8311.5,0
2025-02-20 01:28:00+00:00,8310.400390625,8310.5,8310.400390625,8310.5,0
2025-02-20 01:29:00+00:00,8314.400390625,8314.400390625,8312.0,8312.0,0
2025-02-20 01:30:00+00:00,8314.2001953125,8314.7001953125,8314.2001953125,8314.7001953125,0
2025-02-20 01:31:00+00:00,8314.0,8314.0,8312.2998046875,8312.2998046875,0
2025-02-20 01:32:00+00:00,8312.400390625,8313.400390625,8312.400390625,8313.400390625,0
2025-02-20 01:33:00+00:00,8314.0,8314.0,8313.5,8313.5,0
2025-02-20 01:34:00+00:00,8315.2998046875,8315.400390625,8315.2998046875,8315.400390625,0
2025-02-20 01:35:00+00:00,8314.7001953125,8315.0,8314.7001953125,8315.0,0
2025-02-20 01:36:00+00:00,8312.5,8314.099609375,8312.5,8314.099609375,0
2025-02-20 01:37:00+00:00,8310.900390625,8312.099609375,8310.900390625,8312.099609375,0
2025-02-20 01:38:00+00:00,8306.2998046875,8307.0,8306.2998046875,8307.0,0
2025-02-20 01:39:00+00:00,8303.2001953125,8305.2998046875,8303.2001953125,8305.2998046875,0
2025-02-20 01:40:00+00:00,8302.2001953125,8303.2001953125,8302.2001953125,8303.2001953125,0
2025-02-20 01:41:00+00:00,8298.2001953125,8300.0,8298.2001953125,8300.0,0
2025-02-20 01:42:00+00:00,8297.0,8297.7998046875,8297.0,8297.7998046875,0
2025-02-20 01:43:00+00:00,8292.2001953125,8295.400390625,8292.2001953125,8295.400390625,0
2025-02-20 01:44:00+00:00,8294.900390625,8294.900390625,8294.599609375,8294.599609375,0
2025-02-20 01:45:00+00:00,8296.900390625,8297.2001953125,8296.900390625,8297.2001953125,0
2025-02-20 01:46:00+00:00,8299.0,8299.0,8298.7001953125,8298.7001953125,0
2025-02-20 01:47:00+00:00,8303.0,8303.0,8300.7001953125,8300.7001953125,0
2025-02-20 01:48:00+00:00,8301.400390625,8301.400390625,8301.400390625,8301.400390625,0
2025-02-20 01:49:00+00:00,8304.7998046875,8304.7998046875,8302.2001953125,8302.2001953125,0
2025-02-20 01:50:00+00:00,8307.5,8307.5,8305.099609375,8305.099609375,0
2025-02-20 01:51:00+00:00,8304.900390625,8304.900390625,8304.7001953125,8304.7001953125,0
2025-02-20 01:52:00+00:00,8304.5,8305.2998046875,8304.5,8305.2998046875,0
2025-02-20 01:53:00+00:00,8307.2001953125,8307.2001953125,8305.599609375,8305.599609375,0
2025-02-20 01:54:00+00:00,8304.400390625,8307.0,8304.400390625,8307.0,0
2025-02-20 01:55:00+00:00,8303.7998046875,8304.2001953125,8303.7998046875,8304.2001953125,0
2025-02-20 01:56:00+00:00,8300.099609375,8301.5,8300.099609375,8301.5,0
2025-02-20 01:57:00+00:00,8297.7998046875,8299.2998046875,8297.7998046875,8299.2998046875,0
2025-02-20 01:58:00+00:00,8298.2998046875,8298.400390625,8298.2998046875,8298.400390625,0
2025-02-20 01:59:00+00:00,8297.7998046875,8297.900390625,8297.7998046875,8297.900390625,0
2025-02-20 02:00:00+00:00,8297.0,8298.099609375,8297.0,8298.099609375,0
2025-02-20 02:01:00+00:00,8295.2998046875,8296.400390625,8295.2998046875,8296.400390625,0
2025-02-20 02:02:00+00:00,8294.400390625,8294.7998046875,8294.400390625,8294.7998046875,0
2025-02-20 02:03:00+00:00,8293.5,8294.599609375,8293.5,8294.599609375,0
2025-02-20 02:04:00+00:00,8291.599609375,8291.599609375,8291.5,8291.5,0
2025-02-20 02:05:00+00:00,8290.099609375,8290.099609375,8290.099609375,8290.099609375,0
2025-02-20 02:06:00+00:00,8288.900390625,8288.900390625,8288.5,8288.5,0
2025-02-20 02:07:00+00:00,8291.2001953125,8291.2001953125,8291.2001953125,8291.2001953125,0
2025-02-20 02:08:00+00:00,8289.0,8290.7001953125,8289.0,8290.7001953125,0
2025-02-20 02:09:00+00:00,8287.7998046875,8287.900390625,8287.7998046875,8287.900390625,0
2025-02-20 02:10:00+00:00,8289.900390625,8289.900390625,8287.7998046875,8287.7998046875,0
2025-02-20 02:11:00+00:00,8289.5,8289.7998046875,8289.5,8289.7998046875,0
2025-02-20 02:12:00+00:00,8289.5,8290.2001953125,8289.5,8290.2001953125,0
2025-02-20 02:13:00+00:00,8289.900390625,8289.900390625,8289.7001953125,8289.7001953125,0
2025-02-20 02:14:00+00:00,8292.2998046875,8292.2998046875,8290.099609375,8290.099609375,0
2025-02-20 02:15:00+00:00,8290.5,8291.599609375,8290.5,8291.599609375,0
2025-02-20 02:16:00+00:00,8291.099609375,8291.099609375,8290.400390625,8290.400390625,0
2025-02-20 02:17:00+00:00,8291.7998046875,8291.7998046875,8291.2998046875,8291.2998046875,0
2025-02-20 02:18:00+00:00,8292.0,8292.0,8291.2998046875,8291.2998046875,0
2025-02-20 02:19:00+00:00,8291.400390625,8292.0,8291.400390625,8292.0,0
2025-02-20 02:20:00+00:00,8293.2001953125,8293.2001953125,8291.5,8291.5,0
2025-02-20 02:21:00+00:00,8294.7998046875,8294.7998046875,8292.400390625,8292.400390625,0
2025-02-20 02:22:00+00:00,8294.900390625,8294.900390625,8294.7998046875,8294.7998046875,0
2025-02-20 02:23:00+00:00,8293.5,8294.2001953125,8293.5,8294.2001953125,0
2025-02-20 02:24:00+00:00,8293.7001953125,8293.7001953125,8291.2998046875,8291.2998046875,0
2025-02-20 02:25:00+00:00,8293.099609375,8293.099609375,8293.0,8293.0,0
2025-02-20 02:26:00+00:00,8299.2001953125,8299.2001953125,8294.2998046875,8294.2998046875,0
2025-02-20 02:27:00+00:00,8301.599609375,8301.599609375,8301.2001953125,8301.2001953125,0
2025-02-20 02:28:00+00:00,8303.599609375,8303.599609375,8303.0,8303.0,0
2025-02-20 02:29:00+00:00,8303.2998046875,8304.2001953125,8303.2998046875,8304.2001953125,0
2025-02-20 02:30:00+00:00,8301.7998046875,8301.7998046875,8301.5,8301.5,0
2025-02-20 02:31:00+00:00,8299.2001953125,8299.2001953125,8298.099609375,8298.099609375,0
2025-02-20 02:32:00+00:00,8300.099609375,8301.2998046875,8300.099609375,8301.2998046875,0
2025-02-20 02:33:00+00:00,8299.099609375,8299.099609375,8298.900390625,8298.900390625,0
2025-02-20 02:34:00+00:00,8300.0,8300.0,8299.099609375,8299.099609375,0
2025-02-20 02:35:00+00:00,8299.900390625,8300.599609375,8299.900390625,8300.599609375,0
2025-02-20 02:36:00+00:00,8302.2001953125,8302.2001953125,8301.2001953125,8301.2001953125,0
2025-02-20 02:37:00+00:00,8300.2998046875,8300.900390625,8300.2998046875,8300.900390625,0
2025-02-20 02:38:00+00:00,8308.900390625,8308.900390625,8300.7998046875,8300.7998046875,0
2025-02-20 02:39:00+00:00,8309.2998046875,8311.0,8309.2998046875,8311.0,0
2025-02-20 02:40:00+00:00,8309.2001953125,8310.2998046875,8309.2001953125,8310.2998046875,0
2025-02-20 02:41:00+00:00,8310.0,8310.0,8309.7001953125,8309.7001953125,0
2025-02-20 02:42:00+00:00,8309.2001953125,8310.0,8309.2001953125,8310.0,0
2025-02-20 02:43:00+00:00,8308.2001953125,8308.2001953125,8307.2998046875,8307.2998046875,0
2025-02-20 02:44:00+00:00,8307.400390625,8308.7001953125,8307.400390625,8308.7001953125,0
2025-02-20 02:45:00+00:00,8305.099609375,8305.599609375,8305.099609375,8305.599609375,0
2025-02-20 02:46:00+00:00,8306.5,8308.099609375,8306.5,8308.099609375,0
2025-02-20 02:47:00+00:00,8307.7001953125,8307.7001953125,8306.7998046875,8306.7998046875,0
2025-02-20 02:48:00+00:00,8305.5,8306.2998046875,8305.5,8306.2998046875,0
2025-02-20 02:49:00+00:00,8306.900390625,8306.900390625,8306.7998046875,8306.7998046875,0
2025-02-20 02:50:00+00:00,8304.0,8305.5,8304.0,8305.5,0
2025-02-20 02:51:00+00:00,8303.0,8303.099609375,8303.0,8303.099609375,0
2025-02-20 02:52:00+00:00,8302.900390625,8303.900390625,8302.900390625,8303.900390625,0
2025-02-20 02:53:00+00:00,8303.099609375,8303.099609375,8301.900390625,8301.900390625,0
2025-02-20 02:54:00+00:00,8303.7998046875,8304.0,8303.7998046875,8304.0,0
2025-02-20 02:55:00+00:00,8305.099609375,8305.099609375,8303.5,8303.5,0
2025-02-20 02:56:00+00:00,8304.599609375,8304.599609375,8304.599609375,8304.599609375,0
2025-02-20 02:57:00+00:00,8304.400390625,8305.2998046875,8304.400390625,8305.2998046875,0
2025-02-20 02:58:00+00:00,8304.5,8304.5,8303.7998046875,8303.7998046875,0
2025-02-20 02:59:00+00:00,8307.0,8307.0,8306.900390625,8306.900390625,0
2025-02-20 03:00:00+00:00,8308.7998046875,8308.7998046875,8308.599609375,8308.599609375,0
2025-02-20 03:01:00+00:00,8306.0,8307.599609375,8306.0,8307.599609375,0
2025-02-20 03:02:00+00:00,8303.7001953125,8305.5,8303.7001953125,8305.5,0
2025-02-20 03:03:00+00:00,8302.5,8303.7998046875,8302.5,8303.7998046875,0
2025-02-20 03:04:00+00:00,8299.2998046875,8301.7998046875,8299.2998046875,8301.7998046875,0
2025-02-20 03:05:00+00:00,8299.2001953125,8299.2998046875,8299.2001953125,8299.2998046875,0
2025-02-20 03:06:00+00:00,8299.400390625,8299.400390625,8298.2001953125,8298.2001953125,0
2025-02-20 03:07:00+00:00,8300.900390625,8300.900390625,8299.0,8299.0,0
2025-02-20 03:08:00+00:00,8300.400390625,8301.099609375,8300.400390625,8301.099609375,0
2025-02-20 03:09:00+00:00,8297.2998046875,8298.900390625,8297.2998046875,8298.900390625,0
2025-02-20 03:10:00+00:00,8297.7001953125,8297.7001953125,8297.099609375,8297.099609375,0
2025-02-20 03:11:00+00:00,8298.900390625,8298.900390625,8298.5,8298.5,0
2025-02-20 03:12:00+00:00,8299.2998046875,8299.2998046875,8299.2001953125,8299.2001953125,0
2025-02-20 03:13:00+00:00,8298.099609375,8298.900390625,8298.099609375,8298.900390625,0
2025-02-20 03:14:00+00:00,8295.400390625,8296.5,8295.400390625,8296.5,0
2025-02-20 03:15:00+00:00,8295.2001953125,8295.2001953125,8294.900390625,8294.900390625,0
2025-02-20 03:16:00+00:00,8294.099609375,8294.2998046875,8294.099609375,8294.2998046875,0
2025-02-20 03:17:00+00:00,8293.099609375,8293.099609375,8292.7998046875,8292.7998046875,0
2025-02-20 03:18:00+00:00,8294.400390625,8294.7001953125,8294.400390625,8294.7001953125,0
2025-02-20 03:19:00+00:00,8294.099609375,8295.2001953125,8294.099609375,8295.2001953125,0
2025-02-20 03:20:00+00:00,8295.900390625,8295.900390625,8294.400390625,8294.400390625,0
2025-02-20 03:21:00+00:00,8296.900390625,8297.0,8296.900390625,8297.0,0
2025-02-20 03:22:00+00:00,8297.7998046875,8297.7998046875,8297.599609375,8297.599609375,0
2025-02-20 03:23:00+00:00,8296.900390625,8297.7001953125,8296.900390625,8297.7001953125,0
2025-02-20 03:24:00+00:00,8297.400390625,8297.400390625,8297.2998046875,8297.2998046875,0
2025-02-20 03:25:00+00:00,8299.900390625,8301.400390625,8299.900390625,8301.400390625,0
2025-02-20 03:26:00+00:00,8298.400390625,8298.7001953125,8298.400390625,8298.7001953125,0
2025-02-20 03:27:00+00:00,8300.099609375,8300.099609375,8297.400390625,8297.400390625,0
2025-02-20 03:28:00+00:00,8299.900390625,8300.7998046875,8299.900390625,8300.7998046875,0
2025-02-20 03:29:00+00:00,8301.7998046875,8301.7998046875,8300.7998046875,8300.7998046875,0
2025-02-20 03:30:00+00:00,8301.2998046875,8302.099609375,8301.2998046875,8302.099609375,0
2025-02-20 03:31:00+00:00,8300.2998046875,8300.900390625,8300.2998046875,8300.900390625,0
2025-02-20 03:32:00+00:00,8302.2001953125,8302.2001953125,8301.2001953125,8301.2001953125,0
2025-02-20 03:33:00+00:00,8306.2998046875,8306.2998046875,8304.5,8304.5,0
2025-02-20 03:34:00+00:00,8303.2998046875,8304.7001953125,8303.2998046875,8304.7001953125,0
2025-02-20 03:35:00+00:00,8303.400390625,8303.599609375,8303.400390625,8303.599609375,0
2025-02-20 03:36:00+00:00,8304.7998046875,8304.7998046875,8304.2001953125,8304.2001953125,0
2025-02-20 03:37:00+00:00,8304.7001953125,8304.7001953125,8304.599609375,8304.599609375,0
2025-02-20 03:38:00+00:00,8306.5,8306.5,8306.400390625,8306.400390625,0
2025-02-20 03:39:00+00:00,8307.599609375,8307.599609375,8306.2001953125,8306.2001953125,0
2025-02-20 03:40:00+00:00,8307.7998046875,8307.7998046875,8307.5,8307.5,0
2025-02-20 03:41:00+00:00,8309.7001953125,8309.7001953125,8307.400390625,8307.400390625,0
2025-02-20 03:42:00+00:00,8308.7998046875,8308.7998046875,8307.900390625,8307.900390625,0
2025-02-20 03:43:00+00:00,8310.2001953125,8310.599609375,8310.2001953125,8310.599609375,0
2025-02-20 03:44:00+00:00,8307.7001953125,8309.2998046875,8307.7001953125,8309.2998046875,0
2025-02-20 03:45:00+00:00,8308.5,8308.599609375,8308.5,8308.599609375,0
2025-02-20 03:46:00+00:00,8308.2001953125,8308.2001953125,8307.900390625,8307.900390625,0
2025-02-20 03:47:00+00:00,8308.599609375,8308.900390625,8308.599609375,8308.900390625,0
2025-02-20 03:48:00+00:00,8307.7998046875,8307.900390625,8307.7998046875,8307.900390625,0
2025-02-20 03:49:00+00:00,8307.0,8307.2998046875,8307.0,8307.2998046875,0
2025-02-20 03:50:00+00:00,8307.900390625,8307.900390625,8307.7998046875,8307.7998046875,0
2025-02-20 03:51:00+00:00,8306.2001953125,8307.0,8306.2001953125,8307.0,0
2025-02-20 03:52:00+00:00,8305.7998046875,8305.7998046875,8305.7998046875,8305.7998046875,0
2025-02-20 03:53:00+00:00,8305.900390625,8306.400390625,8305.900390625,8306.400390625,0
2025-02-20 03:54:00+00:00,8307.7998046875,8307.7998046875,8307.5,8307.5,0
